website,datetime,hop,vpn,ip,speed1,speed2,speed3
shopee.com,2023-10-08 04:59:06,10.1,Singapore,143.92.108.159,7.610,,
shopee.com,2023-10-08 04:59:06,10.2,Singapore,143.92.108.157,8.220,,
shopee.com,2023-10-08 04:59:06,11,Singapore,10.100.168.53,9.624,,
shopee.com,2023-10-08 04:59:06,11.1,Singapore,10.100.168.55,8.183,,
shopee.com,2023-10-08 04:59:06,11.2,Singapore,10.100.168.225,10.852,,
shopee.co.th,2023-10-08 04:59:32,1,Singapore,192.168.0.1,2.879,2.670,2.239
shopee.co.th,2023-10-08 04:59:32,2,Singapore,49.245.0.1,4.413,4.445,4.848
shopee.co.th,2023-10-08 04:59:32,3,Singapore,202.65.246.6,5.192,6.402,5.530
shopee.co.th,2023-10-08 04:59:32,4,Singapore,202.65.246.5,5.825,6.394,5.428
shopee.co.th,2023-10-08 04:59:32,5,Singapore,202.65.246.37,6.411,7.520,6.306
shopee.co.th,2023-10-08 04:59:32,6,Singapore,202.65.246.134,28.039,,
shopee.co.th,2023-10-08 04:59:32,6.1,Singapore,202.65.246.221,5.745,5.440,
shopee.co.th,2023-10-08 04:59:32,7,Singapore,27.111.229.144,6.255,6.338,7.637
shopee.co.th,2023-10-08 04:59:32,8,Singapore,143.92.96.46,5.175,5.348,5.344
shopee.co.th,2023-10-08 04:59:32,9,Singapore,143.92.108.184,6.060,,
shopee.co.th,2023-10-08 04:59:32,9.1,Singapore,143.92.108.180,7.634,,
shopee.co.th,2023-10-08 04:59:32,9.2,Singapore,143.92.108.168,7.815,,
shopee.co.th,2023-10-08 04:59:32,10,Singapore,143.92.108.175,6.643,,
shopee.co.th,2023-10-08 04:59:32,10.1,Singapore,143.92.108.185,7.007,,
shopee.co.th,2023-10-08 04:59:32,10.2,Singapore,143.92.108.179,8.491,,
shopee.co.th,2023-10-08 04:59:32,11,Singapore,10.169.246.65,8.689,,
shopee.co.th,2023-10-08 04:59:32,11.1,Singapore,10.169.245.71,8.750,,
shopee.co.th,2023-10-08 04:59:32,11.2,Singapore,10.169.246.69,8.022,,
shopee.co.th,2023-10-08 04:59:32,12,Singapore,10.254.248.41,724.635,,
shopee.co.th,2023-10-08 04:59:32,12.1,Singapore,10.254.249.41,7.495,,
shopee.co.th,2023-10-08 04:59:32,12.2,Singapore,10.254.250.41,7.018,,
shopee.vn,2023-10-08 04:59:56,1,Singapore,192.168.0.1,3.048,2.541,2.618
shopee.vn,2023-10-08 04:59:56,2,Singapore,49.245.0.1,4.442,6.018,5.070
shopee.vn,2023-10-08 04:59:56,3,Singapore,202.65.246.6,5.224,8.201,7.059
shopee.vn,2023-10-08 04:59:56,4,Singapore,202.65.246.5,5.913,5.080,5.801
shopee.vn,2023-10-08 04:59:56,5,Singapore,202.65.246.37,6.201,6.283,5.654
shopee.vn,2023-10-08 04:59:56,6,Singapore,202.65.246.221,4.882,6.164,
shopee.vn,2023-10-08 04:59:56,6.1,Singapore,202.65.246.134,5.316,,
shopee.vn,2023-10-08 04:59:56,7,Singapore,27.111.229.144,7.072,6.544,7.909
shopee.vn,2023-10-08 04:59:56,8,Singapore,143.92.96.46,5.200,,
shopee.vn,2023-10-08 04:59:56,8.1,Singapore,143.92.96.50,14.862,,
shopee.vn,2023-10-08 04:59:56,8.2,Singapore,143.92.96.46,15.999,,
shopee.vn,2023-10-08 04:59:56,9,Singapore,143.92.108.182,6.300,,
shopee.vn,2023-10-08 04:59:56,9.1,Singapore,143.92.108.188,6.577,,
shopee.vn,2023-10-08 04:59:56,9.2,Singapore,143.92.108.186,6.195,,
shopee.vn,2023-10-08 04:59:56,10,Singapore,143.92.108.183,6.672,,
shopee.vn,2023-10-08 04:59:56,10.1,Singapore,143.92.108.171,6.923,,
shopee.vn,2023-10-08 04:59:56,10.2,Singapore,143.92.108.161,6.444,,
shopee.vn,2023-10-08 04:59:56,11,Singapore,10.169.241.65,11.604,,
shopee.vn,2023-10-08 04:59:56,11.1,Singapore,10.169.242.71,8.796,,
shopee.vn,2023-10-08 04:59:56,11.2,Singapore,10.169.241.69,8.107,,
shopee.vn,2023-10-08 04:59:56,12,Singapore,10.254.248.49,10.310,,
shopee.vn,2023-10-08 04:59:56,12.1,Singapore,10.254.249.49,7.027,,
shopee.vn,2023-10-08 04:59:56,12.2,Singapore,10.254.250.49,7.476,,
shopback.sg,2023-10-08 04:59:57,1,Singapore,192.168.0.1,4.955,3.370,3.483
shopback.sg,2023-10-08 04:59:57,2,Singapore,49.245.0.1,5.199,5.018,4.883
shopback.sg,2023-10-08 04:59:57,3,Singapore,202.65.246.6,5.899,6.708,5.770
shopback.sg,2023-10-08 04:59:57,4,Singapore,202.65.246.5,5.916,6.176,5.943
shopback.sg,2023-10-08 04:59:57,5,Singapore,202.65.246.37,8.170,7.168,6.933
shopback.sg,2023-10-08 04:59:57,6,Singapore,202.65.246.221,6.047,7.105,
shopback.sg,2023-10-08 04:59:57,6.1,Singapore,202.65.246.134,6.017,,
shopback.sg,2023-10-08 04:59:57,7,Singapore,162.158.160.220,11.347,8.385,13.176
shopback.sg,2023-10-08 04:59:57,8,Singapore,172.70.146.3,7.151,,
shopback.sg,2023-10-08 04:59:57,8.1,Singapore,162.158.116.3,6.457,,
shopback.sg,2023-10-08 04:59:57,8.2,Singapore,172.70.144.3,12.081,,
shopback.sg,2023-10-08 04:59:57,9,Singapore,172.67.70.227,6.216,5.490,5.666
shopback.my,2023-10-08 04:59:57,1,Singapore,192.168.0.1,2.980,2.548,2.522
shopback.my,2023-10-08 04:59:57,2,Singapore,49.245.0.1,7.205,4.730,5.837
shopback.my,2023-10-08 04:59:57,3,Singapore,202.65.246.6,5.538,6.645,5.475
shopback.my,2023-10-08 04:59:57,4,Singapore,202.65.246.5,5.936,5.177,5.798
shopback.my,2023-10-08 04:59:57,5,Singapore,202.65.246.37,6.830,9.492,5.914
shopback.my,2023-10-08 04:59:57,6,Singapore,202.65.246.221,5.920,,
shopback.my,2023-10-08 04:59:57,6.1,Singapore,202.65.246.134,6.228,,
shopback.my,2023-10-08 04:59:57,6.2,Singapore,202.65.246.221,6.499,,
shopback.my,2023-10-08 04:59:57,7,Singapore,162.158.160.220,7.548,6.728,6.921
shopback.my,2023-10-08 04:59:57,8,Singapore,172.70.144.3,7.373,,
shopback.my,2023-10-08 04:59:57,8.1,Singapore,162.158.160.19,7.748,,
shopback.my,2023-10-08 04:59:57,8.2,Singapore,162.158.39.3,7.151,,
shopback.my,2023-10-08 04:59:57,9,Singapore,172.67.74.154,6.274,6.345,5.657
shopback.ph,2023-10-08 04:59:59,1,Singapore,192.168.0.1,4.138,,
shopback.ph,2023-10-08 04:59:59,2,Singapore,49.245.0.1,9.180,12.631,6.445
shopback.ph,2023-10-08 04:59:59,3,Singapore,202.65.246.6,5.073,4.998,5.862
shopback.ph,2023-10-08 04:59:59,4,Singapore,202.65.246.5,5.944,5.193,5.080
shopback.ph,2023-10-08 04:59:59,5,Singapore,202.65.246.37,5.489,6.195,6.046
shopback.ph,2023-10-08 04:59:59,6,Singapore,202.65.246.134,6.130,,
shopback.ph,2023-10-08 04:59:59,6.1,Singapore,202.65.246.221,6.565,,
shopback.ph,2023-10-08 04:59:59,6.2,Singapore,202.65.246.134,23.121,,
shopback.ph,2023-10-08 04:59:59,7,Singapore,162.158.160.220,37.787,17.716,19.758
shopback.ph,2023-10-08 04:59:59,8,Singapore,172.70.140.3,8.509,,
shopback.ph,2023-10-08 04:59:59,8.1,Singapore,162.158.160.19,8.026,,
shopback.ph,2023-10-08 04:59:59,8.2,Singapore,172.70.146.3,9.720,,
shopback.ph,2023-10-08 04:59:59,9,Singapore,172.67.68.93,5.634,5.402,5.568
shopback.co.id,2023-10-08 05:00:00,1,Singapore,192.168.0.1,2.676,,
shopback.co.id,2023-10-08 05:00:00,2,Singapore,49.245.0.1,9.859,4.719,4.340
shopback.co.id,2023-10-08 05:00:00,3,Singapore,202.65.246.6,7.034,6.559,5.446
shopback.co.id,2023-10-08 05:00:00,4,Singapore,202.65.246.5,6.792,4.849,6.418
shopback.co.id,2023-10-08 05:00:00,5,Singapore,202.65.246.37,5.900,8.145,6.853
shopback.co.id,2023-10-08 05:00:00,6,Singapore,202.65.246.134,7.096,,
shopback.co.id,2023-10-08 05:00:00,6.1,Singapore,202.65.246.221,6.121,,
shopback.co.id,2023-10-08 05:00:00,6.2,Singapore,202.65.246.134,6.789,,
shopback.co.id,2023-10-08 05:00:00,7,Singapore,162.158.160.220,10.082,7.693,6.990
shopback.co.id,2023-10-08 05:00:00,8,Singapore,162.158.116.3,11.351,,
shopback.co.id,2023-10-08 05:00:00,8.1,Singapore,172.70.146.3,9.918,,
shopback.co.id,2023-10-08 05:00:00,8.2,Singapore,172.70.140.3,9.814,,
shopback.co.id,2023-10-08 05:00:00,9,Singapore,172.67.72.248,6.224,5.885,6.697
shopback.com,2023-10-08 05:00:02,1,Singapore,192.168.0.1,2.905,,
shopback.com,2023-10-08 05:00:02,2,Singapore,49.245.0.1,5.536,4.730,4.727
shopback.com,2023-10-08 05:00:02,3,Singapore,202.65.246.178,4.385,5.069,5.534
shopback.com,2023-10-08 05:00:02,4,Singapore,202.65.246.177,5.693,5.752,6.090
shopback.com,2023-10-08 05:00:02,5,Singapore,202.65.246.9,4.642,,
shopback.com,2023-10-08 05:00:02,5.1,Singapore,202.65.245.146,5.015,5.411,
shopback.com,2023-10-08 05:00:02,6,Singapore,202.65.246.37,6.723,7.662,6.996
shopback.com,2023-10-08 05:00:02,7,Singapore,202.65.246.134,5.528,5.490,5.537
shopback.com,2023-10-08 05:00:02,8,Singapore,162.158.160.220,17.394,54.351,15.409
shopback.com,2023-10-08 05:00:02,9,Singapore,172.70.144.3,8.012,,
shopback.com,2023-10-08 05:00:02,9.1,Singapore,162.158.104.3,6.255,,
shopback.com,2023-10-08 05:00:02,9.2,Singapore,162.158.168.2,6.412,,
shopback.com,2023-10-08 05:00:02,10,Singapore,104.26.15.122,6.281,7.096,6.179
shopback.co.th,2023-10-08 05:00:04,1,Singapore,192.168.0.1,6.546,,
shopback.co.th,2023-10-08 05:00:04,2,Singapore,49.245.0.1,10.012,5.241,4.682
shopback.co.th,2023-10-08 05:00:04,3,Singapore,202.65.246.178,4.290,4.364,6.749
shopback.co.th,2023-10-08 05:00:04,4,Singapore,202.65.246.177,4.405,4.440,4.274
shopback.co.th,2023-10-08 05:00:04,5,Singapore,202.65.246.9,4.013,5.946,
shopback.co.th,2023-10-08 05:00:04,5.1,Singapore,202.65.245.146,5.309,,
shopback.co.th,2023-10-08 05:00:04,6,Singapore,202.65.246.37,7.272,5.810,7.410
shopback.co.th,2023-10-08 05:00:04,7,Singapore,202.65.246.134,5.298,,
shopback.co.th,2023-10-08 05:00:04,7.1,Singapore,202.65.246.221,5.147,,
shopback.co.th,2023-10-08 05:00:04,7.2,Singapore,202.65.246.134,5.692,,
shopback.co.th,2023-10-08 05:00:04,8,Singapore,162.158.160.220,10.280,5.519,6.142
shopback.co.th,2023-10-08 05:00:04,9,Singapore,162.158.39.3,6.159,8.447,
shopback.co.th,2023-10-08 05:00:04,9.1,Singapore,162.158.160.19,6.099,,
shopback.co.th,2023-10-08 05:00:04,10,Singapore,104.26.4.179,5.633,5.938,5.603
goshopback.vn,2023-10-08 05:00:05,1,Singapore,192.168.0.1,3.438,,
goshopback.vn,2023-10-08 05:00:05,2,Singapore,49.245.0.1,4.896,4.673,14.366
goshopback.vn,2023-10-08 05:00:05,3,Singapore,202.65.246.178,4.866,4.814,4.115
goshopback.vn,2023-10-08 05:00:05,4,Singapore,202.65.246.177,5.036,5.543,6.344
goshopback.vn,2023-10-08 05:00:05,5,Singapore,202.65.246.9,4.973,,
goshopback.vn,2023-10-08 05:00:05,5.1,Singapore,202.65.245.146,5.010,5.498,
goshopback.vn,2023-10-08 05:00:05,6,Singapore,202.65.246.37,6.559,5.614,6.295
goshopback.vn,2023-10-08 05:00:05,7,Singapore,202.65.246.221,5.571,,
goshopback.vn,2023-10-08 05:00:05,7.1,Singapore,202.65.246.134,7.236,,
goshopback.vn,2023-10-08 05:00:05,7.2,Singapore,202.65.246.221,5.848,,
goshopback.vn,2023-10-08 05:00:05,8,Singapore,162.158.160.220,20.380,6.148,5.710
goshopback.vn,2023-10-08 05:00:05,9,Singapore,162.158.39.3,5.395,,
goshopback.vn,2023-10-08 05:00:05,9.1,Singapore,172.70.146.3,6.086,,
goshopback.vn,2023-10-08 05:00:05,9.2,Singapore,172.70.140.3,5.705,,
goshopback.vn,2023-10-08 05:00:05,10,Singapore,104.26.12.204,6.154,5.431,5.788
taobao.com,2023-10-08 05:00:30,1,Singapore,192.168.0.1,8.322,,
taobao.com,2023-10-08 05:00:30,2,Singapore,49.245.0.1,10.583,4.303,4.451
taobao.com,2023-10-08 05:00:30,3,Singapore,202.65.246.254,15.817,4.989,4.230
taobao.com,2023-10-08 05:00:30,4,Singapore,202.65.246.253,4.666,11.330,15.229
taobao.com,2023-10-08 05:00:30,5,Singapore,202.65.245.146,5.075,,
taobao.com,2023-10-08 05:00:30,5.1,Singapore,202.65.246.9,4.795,5.351,
taobao.com,2023-10-08 05:00:30,6,Singapore,202.65.246.37,6.054,4.964,6.683
taobao.com,2023-10-08 05:00:30,7,Singapore,202.65.246.134,4.578,8.876,
taobao.com,2023-10-08 05:00:30,7.1,Singapore,202.65.246.221,6.026,,
taobao.com,2023-10-08 05:00:30,8,Singapore,62.115.176.96,9.884,,
taobao.com,2023-10-08 05:00:30,9,Singapore,62.115.134.228,146.410,,
taobao.com,2023-10-08 05:00:30,9.1,Singapore,62.115.143.22,160.031,,
taobao.com,2023-10-08 05:00:30,9.2,Singapore,62.115.137.212,156.880,,
taobao.com,2023-10-08 05:00:30,10,Singapore,62.115.124.58,160.941,,
taobao.com,2023-10-08 05:00:30,10.1,Singapore,62.115.124.60,166.267,,
taobao.com,2023-10-08 05:00:30,10.2,Singapore,62.115.124.58,180.994,,
taobao.com,2023-10-08 05:00:30,11,Singapore,62.115.132.209,178.983,161.685,
taobao.com,2023-10-08 05:00:30,11.1,Singapore,62.115.132.211,174.066,,
taobao.com,2023-10-08 05:00:30,13,Singapore,219.158.21.121,376.398,,
taobao.com,2023-10-08 05:00:30,13.1,Singapore,219.158.3.117,398.678,399.305,
taobao.com,2023-10-08 05:00:30,14,Singapore,219.158.3.49,411.572,,
taobao.com,2023-10-08 05:00:30,14.1,Singapore,219.158.16.81,320.494,,
taobao.com,2023-10-08 05:00:30,14.2,Singapore,219.158.3.49,299.286,,
taobao.com,2023-10-08 05:00:30,15,Singapore,219.158.5.145,184.857,,
taobao.com,2023-10-08 05:00:30,16,Singapore,202.96.12.210,193.768,,
taobao.com,2023-10-08 05:00:30,16.1,Singapore,125.33.186.214,191.191,,
taobao.com,2023-10-08 05:00:30,17,Singapore,125.33.185.114,187.070,,
taobao.com,2023-10-08 05:00:30,17.1,Singapore,125.33.184.118,203.343,,
taobao.com,2023-10-08 05:00:30,17.2,Singapore,125.33.185.106,194.144,,
taobao.com,2023-10-08 05:00:30,18,Singapore,61.49.143.98,181.833,,
taobao.com,2023-10-08 05:00:30,18.1,Singapore,61.49.143.134,188.477,,
aliexpress.com,2023-10-08 05:01:10,1,Singapore,192.168.0.1,4.191,2.294,2.455
aliexpress.com,2023-10-08 05:01:10,2,Singapore,49.245.0.1,3.981,3.928,3.951
aliexpress.com,2023-10-08 05:01:10,3,Singapore,202.65.246.6,6.234,7.283,4.639
aliexpress.com,2023-10-08 05:01:10,4,Singapore,202.65.246.5,3.993,5.631,4.738
aliexpress.com,2023-10-08 05:01:10,5,Singapore,202.65.246.37,5.607,5.298,4.862
aliexpress.com,2023-10-08 05:01:10,6,Singapore,202.65.246.134,5.193,,
aliexpress.com,2023-10-08 05:01:10,6.1,Singapore,202.65.246.221,5.439,5.213,
aliexpress.com,2023-10-08 05:01:10,7,Singapore,47.246.117.69,6.281,7.203,5.912
dhgate.com,2023-10-08 05:01:49,1,Singapore,192.168.0.1,2.512,2.455,2.727
dhgate.com,2023-10-08 05:01:49,2,Singapore,49.245.0.1,5.721,4.721,4.720
dhgate.com,2023-10-08 05:01:49,3,Singapore,202.65.246.6,11.287,5.963,6.072
dhgate.com,2023-10-08 05:01:49,4,Singapore,202.65.246.5,6.056,6.027,4.933
dhgate.com,2023-10-08 05:01:49,5,Singapore,202.65.246.37,7.104,5.745,7.115
dhgate.com,2023-10-08 05:01:49,6,Singapore,202.65.246.221,8.282,7.605,6.743
dhgate.com,2023-10-08 05:01:49,7,Singapore,202.65.245.22,7.898,6.438,7.003
ezbuy.sg,2023-10-08 05:02:20,1,Singapore,192.168.0.1,2.568,2.465,2.172
ezbuy.sg,2023-10-08 05:02:20,2,Singapore,49.245.0.1,5.186,6.948,5.203
ezbuy.sg,2023-10-08 05:02:20,3,Singapore,202.65.246.6,5.321,4.912,6.088
ezbuy.sg,2023-10-08 05:02:20,4,Singapore,202.65.246.5,5.918,5.506,5.487
ezbuy.sg,2023-10-08 05:02:20,5,Singapore,202.65.246.37,6.135,6.955,8.170
ezbuy.sg,2023-10-08 05:02:20,6,Singapore,202.65.246.221,5.963,,
ezbuy.sg,2023-10-08 05:02:20,6.1,Singapore,202.65.246.134,6.364,,
ezbuy.sg,2023-10-08 05:02:20,6.2,Singapore,202.65.246.221,7.151,,
ezbuy.sg,2023-10-08 05:02:20,7,Singapore,27.111.229.51,6.636,7.629,7.031
ezbuy.sg,2023-10-08 05:02:20,8,Singapore,10.200.17.21,5.315,5.851,
ezbuy.sg,2023-10-08 05:02:20,8.1,Singapore,10.200.17.29,6.308,,
ezbuy.sg,2023-10-08 05:02:20,9,Singapore,10.162.5.206,12.252,,
ezbuy.sg,2023-10-08 05:02:20,9.1,Singapore,10.162.5.205,12.365,6.695,
ezbuy.sg,2023-10-08 05:02:20,10,Singapore,10.196.77.54,16.571,,
ezbuy.sg,2023-10-08 05:02:20,10.1,Singapore,10.196.77.50,9.758,7.191,
ezbuy.my,2023-10-08 05:02:50,1,Singapore,192.168.0.1,4.008,2.595,2.607
ezbuy.my,2023-10-08 05:02:50,2,Singapore,49.245.0.1,5.403,5.124,4.429
ezbuy.my,2023-10-08 05:02:50,3,Singapore,202.65.246.6,5.043,5.508,6.846
ezbuy.my,2023-10-08 05:02:50,4,Singapore,202.65.246.5,4.728,5.051,4.865
ezbuy.my,2023-10-08 05:02:50,5,Singapore,202.65.246.37,17.654,6.035,7.214
ezbuy.my,2023-10-08 05:02:50,6,Singapore,202.65.246.134,6.425,,
ezbuy.my,2023-10-08 05:02:50,6.1,Singapore,202.65.246.221,7.013,,
ezbuy.my,2023-10-08 05:02:50,6.2,Singapore,202.65.246.134,6.156,,
ezbuy.my,2023-10-08 05:02:50,7,Singapore,27.111.229.51,6.451,6.421,7.276
ezbuy.my,2023-10-08 05:02:50,8,Singapore,10.200.17.21,8.945,6.825,
ezbuy.my,2023-10-08 05:02:50,8.1,Singapore,10.200.17.29,6.795,,
ezbuy.my,2023-10-08 05:02:50,9,Singapore,10.162.5.205,9.535,,
ezbuy.my,2023-10-08 05:02:50,9.1,Singapore,10.162.5.206,16.548,6.667,
ezbuy.my,2023-10-08 05:02:50,10,Singapore,10.196.77.62,15.179,,
ezbuy.my,2023-10-08 05:02:50,10.1,Singapore,10.196.77.58,11.834,10.990,
jd.com,2023-10-08 05:03:46,1,Singapore,192.168.0.1,3.873,2.832,2.780
jd.com,2023-10-08 05:03:46,2,Singapore,49.245.0.1,5.457,5.838,4.965
jd.com,2023-10-08 05:03:46,3,Singapore,202.65.246.254,5.361,5.928,5.614
jd.com,2023-10-08 05:03:46,4,Singapore,202.65.246.253,5.955,4.977,5.986
jd.com,2023-10-08 05:03:46,5,Singapore,202.65.245.146,7.660,8.077,
jd.com,2023-10-08 05:03:46,5.1,Singapore,202.65.246.9,6.973,,
jd.com,2023-10-08 05:03:46,6,Singapore,202.65.246.37,6.403,7.622,5.749
jd.com,2023-10-08 05:03:46,7,Singapore,202.65.246.221,6.080,,
jd.com,2023-10-08 05:03:46,7.1,Singapore,202.65.246.134,7.297,,
jd.com,2023-10-08 05:03:46,7.2,Singapore,202.65.246.221,19.262,,
jd.com,2023-10-08 05:03:46,8,Singapore,62.115.176.96,10.183,7.727,
jd.com,2023-10-08 05:03:46,9,Singapore,62.115.141.126,176.390,175.720,177.178
jd.com,2023-10-08 05:03:46,10,Singapore,218.30.54.181,175.319,174.122,175.418
jd.com,2023-10-08 05:03:46,11,Singapore,202.97.51.194,314.077,,
jd.com,2023-10-08 05:03:46,12,Singapore,202.97.53.73,369.912,,
jd.com,2023-10-08 05:03:46,13,Singapore,202.97.61.137,419.358,,
jd.com,2023-10-08 05:03:46,14,Singapore,36.110.245.178,318.716,,
jd.com,2023-10-08 05:03:46,14.1,Singapore,36.110.246.138,363.776,,
jd.com,2023-10-08 05:03:46,14.2,Singapore,36.110.246.50,406.924,,
jd.com,2023-10-08 05:03:46,15,Singapore,36.110.248.254,421.137,,
xiaohongshu.com,2023-10-08 05:04:02,1,Singapore,192.168.0.1,4.517,2.919,2.020
xiaohongshu.com,2023-10-08 05:04:02,2,Singapore,49.245.0.1,4.754,4.785,4.686
xiaohongshu.com,2023-10-08 05:04:02,3,Singapore,202.65.246.254,4.869,7.126,5.170
xiaohongshu.com,2023-10-08 05:04:02,4,Singapore,202.65.246.253,4.839,6.158,6.058
xiaohongshu.com,2023-10-08 05:04:02,5,Singapore,202.65.246.50,5.991,,
xiaohongshu.com,2023-10-08 05:04:02,5.1,Singapore,202.65.245.151,7.730,,
xiaohongshu.com,2023-10-08 05:04:02,5.2,Singapore,202.65.246.50,7.521,,
xiaohongshu.com,2023-10-08 05:04:02,6,Singapore,63.218.249.105,8.337,7.582,6.982
xiaohongshu.com,2023-10-08 05:04:02,7,Singapore,63.218.174.142,37.775,38.722,38.317
xiaohongshu.com,2023-10-08 05:04:02,8,Singapore,63.216.176.150,36.621,,
xiaohongshu.com,2023-10-08 05:04:02,8.1,Singapore,63.216.176.70,38.079,35.975,
xiaohongshu.com,2023-10-08 05:04:02,9,Singapore,30.1.137.46,37.749,,
xiaohongshu.com,2023-10-08 05:04:02,9.1,Singapore,30.1.137.42,38.607,,
xiaohongshu.com,2023-10-08 05:04:02,10,Singapore,30.39.245.123,41.091,,
xiaohongshu.com,2023-10-08 05:04:02,10.1,Singapore,30.39.245.251,41.082,,
xiaohongshu.com,2023-10-08 05:04:02,10.2,Singapore,30.39.245.123,39.504,,
xiaohongshu.com,2023-10-08 05:04:02,11,Singapore,11.158.136.147,41.208,42.475,40.774
xiaohongshu.com,2023-10-08 05:04:02,12,Singapore,30.1.146.53,42.795,42.541,42.256
xiaohongshu.com,2023-10-08 05:04:02,13,Singapore,10.196.95.225,40.093,,
xiaohongshu.com,2023-10-08 05:04:02,13.1,Singapore,10.196.95.229,40.405,,
xiaohongshu.com,2023-10-08 05:04:02,13.2,Singapore,10.196.95.225,39.445,,
xiaohongshu.com,2023-10-08 05:04:02,14,Singapore,10.162.68.206,44.812,41.486,
xiaohongshu.com,2023-10-08 05:04:02,14.1,Singapore,10.162.68.142,42.275,,
xiaohongshu.com,2023-10-08 05:04:02,15,Singapore,10.162.68.162,44.513,,
xiaohongshu.com,2023-10-08 05:04:02,15.1,Singapore,10.162.68.190,740.033,,
xiaohongshu.com,2023-10-08 05:04:02,15.2,Singapore,10.162.68.18,42.742,,
xiaohongshu.com,2023-10-08 05:04:02,16,Singapore,11.77.60.255,60.250,,
xiaohongshu.com,2023-10-08 05:04:02,16.1,Singapore,11.77.60.157,45.875,,
xiaohongshu.com,2023-10-08 05:04:02,16.2,Singapore,11.77.61.93,46.405,,
pinduoduo.com,2023-10-08 05:04:21,1,Singapore,192.168.0.1,2.903,2.758,5.097
pinduoduo.com,2023-10-08 05:04:21,2,Singapore,49.245.0.1,7.005,4.589,4.937
pinduoduo.com,2023-10-08 05:04:21,3,Singapore,202.65.246.6,5.602,7.208,4.966
pinduoduo.com,2023-10-08 05:04:21,4,Singapore,202.65.246.5,4.837,6.518,5.786
pinduoduo.com,2023-10-08 05:04:21,5,Singapore,202.65.246.37,7.321,7.053,7.172
pinduoduo.com,2023-10-08 05:04:21,6,Singapore,202.65.246.134,8.907,,
pinduoduo.com,2023-10-08 05:04:21,6.1,Singapore,202.65.246.221,8.458,5.742,
pinduoduo.com,2023-10-08 05:04:21,7,Singapore,27.111.228.59,6.117,6.188,7.905
pinduoduo.com,2023-10-08 05:04:21,8,Singapore,118.143.225.26,7.019,,
pinduoduo.com,2023-10-08 05:04:21,8.1,Singapore,118.143.224.242,6.791,6.959,
pinduoduo.com,2023-10-08 05:04:21,9,Singapore,10.165.171.29,42.280,,
pinduoduo.com,2023-10-08 05:04:21,9.1,Singapore,10.165.171.1,39.241,,
pinduoduo.com,2023-10-08 05:04:21,9.2,Singapore,10.165.171.21,50.702,,
pinduoduo.com,2023-10-08 05:04:21,10,Singapore,218.189.5.24,45.124,,
pinduoduo.com,2023-10-08 05:04:21,10.1,Singapore,218.189.5.56,40.403,,
pinduoduo.com,2023-10-08 05:04:21,10.2,Singapore,218.189.5.24,44.724,,
pinduoduo.com,2023-10-08 05:04:21,11,Singapore,218.189.23.194,40.522,41.651,45.347
pinduoduo.com,2023-10-08 05:04:21,12,Singapore,10.196.95.225,43.151,,
pinduoduo.com,2023-10-08 05:04:21,12.1,Singapore,10.196.95.229,39.483,43.016,
pinduoduo.com,2023-10-08 05:04:21,13,Singapore,10.196.75.214,41.673,,
pinduoduo.com,2023-10-08 05:04:21,13.1,Singapore,10.196.75.206,43.582,43.580,
pinduoduo.com,2023-10-08 05:04:21,14,Singapore,10.196.75.206,42.788,,
pinduoduo.com,2023-10-08 05:04:21,14.1,Singapore,10.196.75.202,40.688,,
pinduoduo.com,2023-10-08 05:04:21,14.2,Singapore,10.196.75.210,43.094,,
amazon.sg,2023-10-08 06:10:31,1,Singapore,192.168.0.1,2.867,2.581,3.684
amazon.sg,2023-10-08 06:10:31,2,Singapore,49.245.0.1,5.559,4.573,5.485
amazon.sg,2023-10-08 06:10:31,3,Singapore,202.65.246.6,4.414,4.541,5.860
amazon.sg,2023-10-08 06:10:31,4,Singapore,202.65.246.5,4.381,4.887,5.373
amazon.sg,2023-10-08 06:10:31,5,Singapore,202.65.246.37,5.225,6.909,6.615
amazon.sg,2023-10-08 06:10:31,6,Singapore,202.65.246.221,4.798,,
amazon.sg,2023-10-08 06:10:31,6.1,Singapore,202.65.246.134,6.771,4.675,
amazon.sg,2023-10-08 06:10:31,7,Singapore,99.83.64.152,5.587,5.864,5.623
amazon.co.uk,2023-10-08 06:11:05,1,Singapore,192.168.0.1,3.160,2.112,2.936
amazon.co.uk,2023-10-08 06:11:05,2,Singapore,49.245.0.1,4.632,4.618,4.464
amazon.co.uk,2023-10-08 06:11:05,3,Singapore,202.65.246.254,5.934,6.382,6.046
amazon.co.uk,2023-10-08 06:11:05,4,Singapore,202.65.246.253,15.838,9.637,8.755
amazon.co.uk,2023-10-08 06:11:05,5,Singapore,202.65.245.151,6.996,6.132,6.009
amazon.co.uk,2023-10-08 06:11:05,6,Singapore,213.248.100.86,5.991,5.494,6.764
amazon.co.uk,2023-10-08 06:11:05,7,Singapore,62.115.122.27,158.547,156.405,156.456
amazon.co.uk,2023-10-08 06:11:05,8,Singapore,62.115.116.20,159.734,,
amazon.co.uk,2023-10-08 06:11:05,8.1,Singapore,62.115.114.202,172.841,,
amazon.co.uk,2023-10-08 06:11:05,8.2,Singapore,62.115.116.20,160.998,,
