website,datetime,hop,vpn,ip,speed1,speed2,speed3
dhgate.com,2023-10-08 03:43:19,15.1,Singapore,62.115.13.113,234.505,,
dhgate.com,2023-10-08 03:43:19,16,Singapore,62.115.13.113,233.330,,
dhgate.com,2023-10-08 03:43:19,16.1,Singapore,23.203.151.161,324.918,,
dhgate.com,2023-10-08 03:43:19,17,Singapore,23.203.151.161,322.724,,
ezbuy.sg,2023-10-08 03:43:50,1,Singapore,192.168.0.1,3.459,2.618,4.506
ezbuy.sg,2023-10-08 03:43:50,2,Singapore,49.245.0.1,4.539,4.571,5.831
ezbuy.sg,2023-10-08 03:43:50,3,Singapore,202.65.246.6,5.909,5.762,6.842
ezbuy.sg,2023-10-08 03:43:50,4,Singapore,202.65.246.5,7.672,7.035,4.891
ezbuy.sg,2023-10-08 03:43:50,5,Singapore,202.65.246.37,6.123,6.340,7.903
ezbuy.sg,2023-10-08 03:43:50,6,Singapore,202.65.246.134,6.057,8.590,
ezbuy.sg,2023-10-08 03:43:50,6.1,Singapore,202.65.246.221,8.796,,
ezbuy.sg,2023-10-08 03:43:50,7,Singapore,27.111.229.51,6.056,7.182,6.967
ezbuy.sg,2023-10-08 03:43:50,8,Singapore,10.200.17.21,5.799,,
ezbuy.sg,2023-10-08 03:43:50,8.1,Singapore,10.200.17.29,6.613,6.550,
ezbuy.sg,2023-10-08 03:43:50,9,Singapore,10.162.5.206,14.638,,
ezbuy.sg,2023-10-08 03:43:50,9.1,Singapore,10.162.5.205,16.012,10.555,
ezbuy.sg,2023-10-08 03:43:50,10,Singapore,10.196.77.58,19.865,,
ezbuy.sg,2023-10-08 03:43:50,10.1,Singapore,10.196.77.54,22.141,20.903,
ezbuy.my,2023-10-08 03:44:20,1,Singapore,192.168.0.1,3.215,2.507,2.312
ezbuy.my,2023-10-08 03:44:20,2,Singapore,49.245.0.1,4.843,4.487,4.231
ezbuy.my,2023-10-08 03:44:20,3,Singapore,202.65.246.6,6.253,6.520,6.980
ezbuy.my,2023-10-08 03:44:20,4,Singapore,202.65.246.5,4.734,5.047,5.037
ezbuy.my,2023-10-08 03:44:20,5,Singapore,202.65.246.37,6.124,6.289,5.965
ezbuy.my,2023-10-08 03:44:20,6,Singapore,202.65.246.221,9.055,6.040,5.809
ezbuy.my,2023-10-08 03:44:20,7,Singapore,27.111.229.51,6.822,6.265,5.717
ezbuy.my,2023-10-08 03:44:20,8,Singapore,10.200.17.21,11.241,,
ezbuy.my,2023-10-08 03:44:20,8.1,Singapore,10.200.17.29,5.303,5.184,
ezbuy.my,2023-10-08 03:44:20,9,Singapore,10.162.5.205,8.523,,
ezbuy.my,2023-10-08 03:44:20,9.1,Singapore,10.162.5.206,13.911,8.988,
ezbuy.my,2023-10-08 03:44:20,10,Singapore,10.196.77.58,16.897,,
ezbuy.my,2023-10-08 03:44:20,10.1,Singapore,10.196.77.62,10.078,8.499,
jd.com,2023-10-08 03:44:49,1,Singapore,192.168.0.1,3.791,2.880,2.516
jd.com,2023-10-08 03:44:49,2,Singapore,49.245.0.1,4.994,13.573,5.564
jd.com,2023-10-08 03:44:49,3,Singapore,202.65.246.254,4.997,6.367,5.412
jd.com,2023-10-08 03:44:49,4,Singapore,202.65.246.253,4.872,5.148,7.233
jd.com,2023-10-08 03:44:49,5,Singapore,202.65.246.50,5.436,,
jd.com,2023-10-08 03:44:49,5.1,Singapore,202.65.245.151,5.171,,
jd.com,2023-10-08 03:44:49,5.2,Singapore,202.65.246.50,5.227,,
jd.com,2023-10-08 03:44:49,6,Singapore,213.248.100.86,6.620,6.336,5.930
jd.com,2023-10-08 03:44:49,7,Singapore,62.115.143.244,168.411,170.078,169.958
jd.com,2023-10-08 03:44:49,8,Singapore,62.115.171.217,169.049,171.397,171.301
jd.com,2023-10-08 03:44:49,9,Singapore,223.120.6.217,169.713,168.510,167.507
jd.com,2023-10-08 03:44:49,10,Singapore,223.120.12.214,373.427,373.113,376.733
jd.com,2023-10-08 03:44:49,11,Singapore,221.183.55.106,442.787,,
jd.com,2023-10-08 03:44:49,11.1,Singapore,221.183.55.110,416.353,,
jd.com,2023-10-08 03:44:49,11.2,Singapore,221.183.55.106,359.715,,
jd.com,2023-10-08 03:44:49,12,Singapore,221.183.25.201,358.290,,
jd.com,2023-10-08 03:44:49,12.1,Singapore,221.183.46.250,359.766,,
jd.com,2023-10-08 03:44:49,12.2,Singapore,221.183.25.201,465.101,,
jd.com,2023-10-08 03:44:49,13,Singapore,221.183.89.122,408.075,,
jd.com,2023-10-08 03:44:49,13.1,Singapore,221.183.89.98,419.127,,
jd.com,2023-10-08 03:44:49,13.2,Singapore,221.183.89.118,414.231,,
jd.com,2023-10-08 03:44:49,14,Singapore,221.183.49.122,422.048,,
jd.com,2023-10-08 03:44:49,15,Singapore,111.13.0.174,439.717,,
jd.com,2023-10-08 03:44:49,15.1,Singapore,39.156.21.2,408.465,,
jd.com,2023-10-08 03:44:49,15.2,Singapore,111.13.188.38,446.478,,
jd.com,2023-10-08 03:44:49,16,Singapore,39.156.21.6,363.956,,
xiaohongshu.com,2023-10-08 03:45:05,1,Singapore,192.168.0.1,2.815,3.267,2.973
xiaohongshu.com,2023-10-08 03:45:05,2,Singapore,49.245.0.1,4.504,4.462,4.544
xiaohongshu.com,2023-10-08 03:45:05,3,Singapore,202.65.246.254,6.184,5.272,4.798
xiaohongshu.com,2023-10-08 03:45:05,4,Singapore,202.65.246.253,4.830,5.166,5.038
xiaohongshu.com,2023-10-08 03:45:05,5,Singapore,202.65.245.151,12.354,,
xiaohongshu.com,2023-10-08 03:45:05,5.1,Singapore,202.65.246.50,6.131,14.951,
xiaohongshu.com,2023-10-08 03:45:05,6,Singapore,63.218.249.105,7.035,6.599,6.878
xiaohongshu.com,2023-10-08 03:45:05,7,Singapore,63.218.174.142,37.643,39.145,
xiaohongshu.com,2023-10-08 03:45:05,8,Singapore,63.216.176.70,37.684,,
xiaohongshu.com,2023-10-08 03:45:05,8.1,Singapore,63.216.176.150,36.627,36.462,
xiaohongshu.com,2023-10-08 03:45:05,9,Singapore,30.1.153.106,37.752,,
xiaohongshu.com,2023-10-08 03:45:05,9.1,Singapore,30.1.153.110,36.598,,
xiaohongshu.com,2023-10-08 03:45:05,9.2,Singapore,30.1.137.46,38.165,,
xiaohongshu.com,2023-10-08 03:45:05,10,Singapore,30.39.245.123,38.719,37.749,
xiaohongshu.com,2023-10-08 03:45:05,10.1,Singapore,30.39.245.251,37.910,,
xiaohongshu.com,2023-10-08 03:45:05,11,Singapore,11.158.136.147,42.405,40.284,42.107
xiaohongshu.com,2023-10-08 03:45:05,12,Singapore,30.1.146.53,42.502,42.848,40.256
xiaohongshu.com,2023-10-08 03:45:05,13,Singapore,10.196.95.229,38.665,,
xiaohongshu.com,2023-10-08 03:45:05,13.1,Singapore,10.196.95.225,41.707,,
xiaohongshu.com,2023-10-08 03:45:05,13.2,Singapore,10.196.95.229,39.893,,
xiaohongshu.com,2023-10-08 03:45:05,14,Singapore,10.162.68.206,45.937,39.890,
xiaohongshu.com,2023-10-08 03:45:05,14.1,Singapore,10.162.68.142,41.340,,
xiaohongshu.com,2023-10-08 03:45:05,15,Singapore,10.162.68.142,43.645,,
xiaohongshu.com,2023-10-08 03:45:05,15.1,Singapore,10.162.68.206,40.616,,
xiaohongshu.com,2023-10-08 03:45:05,15.2,Singapore,10.162.68.190,46.525,,
xiaohongshu.com,2023-10-08 03:45:05,16,Singapore,11.77.60.159,43.217,,
xiaohongshu.com,2023-10-08 03:45:05,16.1,Singapore,11.77.60.255,45.527,40.682,
pinduoduo.com,2023-10-08 03:45:24,1,Singapore,192.168.0.1,3.978,6.100,12.708
pinduoduo.com,2023-10-08 03:45:24,2,Singapore,49.245.0.1,8.069,4.881,21.219
pinduoduo.com,2023-10-08 03:45:24,3,Singapore,202.65.246.6,6.248,7.695,6.911
pinduoduo.com,2023-10-08 03:45:24,4,Singapore,202.65.246.5,6.892,7.863,6.164
pinduoduo.com,2023-10-08 03:45:24,5,Singapore,202.65.246.37,9.606,6.731,9.693
pinduoduo.com,2023-10-08 03:45:24,6,Singapore,202.65.246.221,6.421,9.357,
pinduoduo.com,2023-10-08 03:45:24,6.1,Singapore,202.65.246.134,8.824,,
pinduoduo.com,2023-10-08 03:45:24,7,Singapore,27.111.228.59,5.990,9.035,7.207
pinduoduo.com,2023-10-08 03:45:24,8,Singapore,118.143.225.26,7.651,,
pinduoduo.com,2023-10-08 03:45:24,8.1,Singapore,118.143.225.28,7.244,,
pinduoduo.com,2023-10-08 03:45:24,8.2,Singapore,118.143.224.246,7.568,,
pinduoduo.com,2023-10-08 03:45:24,9,Singapore,10.165.171.1,39.972,,
pinduoduo.com,2023-10-08 03:45:24,9.1,Singapore,10.165.171.25,41.349,,
pinduoduo.com,2023-10-08 03:45:24,9.2,Singapore,10.165.171.1,40.108,,
pinduoduo.com,2023-10-08 03:45:24,10,Singapore,218.189.5.24,45.707,,
pinduoduo.com,2023-10-08 03:45:24,10.1,Singapore,218.189.5.56,42.113,,
pinduoduo.com,2023-10-08 03:45:24,10.2,Singapore,218.189.5.24,52.140,,
pinduoduo.com,2023-10-08 03:45:24,11,Singapore,218.189.23.194,44.898,42.565,43.826
pinduoduo.com,2023-10-08 03:45:24,12,Singapore,10.196.95.225,45.496,,
pinduoduo.com,2023-10-08 03:45:24,12.1,Singapore,10.196.95.229,43.105,46.928,
pinduoduo.com,2023-10-08 03:45:24,13,Singapore,10.196.75.206,45.668,43.945,44.050
pinduoduo.com,2023-10-08 03:45:24,14,Singapore,10.196.75.202,43.357,,
pinduoduo.com,2023-10-08 03:45:24,14.1,Singapore,10.196.75.210,42.178,,
pinduoduo.com,2023-10-08 03:45:24,14.2,Singapore,10.196.75.206,46.318,,
amazon.sg,2023-10-08 04:51:16,1,Singapore,192.168.0.1,2.989,2.649,2.609
amazon.sg,2023-10-08 04:51:16,2,Singapore,49.245.0.1,5.438,4.915,4.413
amazon.sg,2023-10-08 04:51:16,3,Singapore,202.65.246.178,5.227,7.166,4.954
amazon.sg,2023-10-08 04:51:16,4,Singapore,202.65.246.177,4.716,6.248,6.003
amazon.sg,2023-10-08 04:51:16,5,Singapore,202.65.246.9,7.057,,
amazon.sg,2023-10-08 04:51:16,5.1,Singapore,202.65.245.146,9.414,6.339,
amazon.sg,2023-10-08 04:51:16,6,Singapore,202.65.246.37,7.025,6.622,8.072
amazon.sg,2023-10-08 04:51:16,7,Singapore,202.65.246.134,5.878,,
amazon.sg,2023-10-08 04:51:16,7.1,Singapore,202.65.246.221,6.809,,
amazon.sg,2023-10-08 04:51:16,7.2,Singapore,202.65.246.134,7.414,,
amazon.sg,2023-10-08 04:51:16,8,Singapore,99.83.64.152,24.642,28.821,17.739
amazon.co.uk,2023-10-08 04:51:48,1,Singapore,192.168.0.1,3.634,3.928,3.070
amazon.co.uk,2023-10-08 04:51:48,2,Singapore,49.245.0.1,5.357,5.641,4.657
amazon.co.uk,2023-10-08 04:51:48,3,Singapore,202.65.246.254,8.092,5.684,6.032
amazon.co.uk,2023-10-08 04:51:48,4,Singapore,202.65.246.253,4.567,5.972,10.239
amazon.co.uk,2023-10-08 04:51:48,5,Singapore,202.65.246.50,6.926,5.922,6.113
amazon.co.uk,2023-10-08 04:51:48,6,Singapore,213.248.100.86,5.723,6.415,8.939
amazon.co.uk,2023-10-08 04:51:48,7,Singapore,62.115.122.27,156.078,155.604,156.096
amazon.co.uk,2023-10-08 04:51:48,8,Singapore,62.115.114.202,160.119,,
amazon.co.uk,2023-10-08 04:51:48,8.1,Singapore,62.115.116.20,159.417,,
amazon.co.uk,2023-10-08 04:51:48,8.2,Singapore,62.115.114.202,160.177,,
amazon.co.uk,2023-10-08 04:51:48,9,Singapore,62.115.114.89,160.234,,
amazon.co.uk,2023-10-08 04:51:48,9.1,Singapore,62.115.132.227,173.261,,
amazon.co.uk,2023-10-08 04:51:48,9.2,Singapore,62.115.136.219,171.765,,
amazon.co.uk,2023-10-08 04:51:48,10,Singapore,62.115.58.115,180.586,,
amazon.co.uk,2023-10-08 04:51:48,10.1,Singapore,62.115.57.137,171.324,,
amazon.co.uk,2023-10-08 04:51:48,10.2,Singapore,62.115.58.115,173.603,,
amazon.com,2023-10-08 04:52:22,1,Singapore,192.168.0.1,3.023,2.725,2.471
amazon.com,2023-10-08 04:52:22,2,Singapore,49.245.0.1,4.744,4.400,4.438
amazon.com,2023-10-08 04:52:22,3,Singapore,202.65.246.254,10.676,5.005,4.597
amazon.com,2023-10-08 04:52:22,4,Singapore,202.65.246.253,4.983,6.580,5.095
amazon.com,2023-10-08 04:52:22,5,Singapore,202.65.245.151,5.998,6.720,5.947
amazon.com,2023-10-08 04:52:22,6,Singapore,213.248.100.86,5.758,7.382,5.609
amazon.com,2023-10-08 04:52:22,7,Singapore,62.115.143.244,166.502,168.700,167.926
amazon.com,2023-10-08 04:52:22,8,Singapore,62.115.123.136,203.464,,
amazon.com,2023-10-08 04:52:22,9,Singapore,62.115.138.65,200.659,198.277,199.432
amazon.com,2023-10-08 04:52:22,10,Singapore,62.115.61.35,199.009,198.833,206.438
lazada.sg,2023-10-08 04:52:59,1,Singapore,192.168.0.1,2.923,2.562,2.469
lazada.sg,2023-10-08 04:52:59,2,Singapore,49.245.0.1,4.845,4.665,3.980
lazada.sg,2023-10-08 04:52:59,3,Singapore,202.65.246.6,6.428,4.766,4.731
lazada.sg,2023-10-08 04:52:59,4,Singapore,202.65.246.5,7.482,5.708,4.679
lazada.sg,2023-10-08 04:52:59,5,Singapore,202.65.246.37,15.557,6.545,5.861
lazada.sg,2023-10-08 04:52:59,6,Singapore,202.65.246.221,7.287,6.190,5.943
lazada.sg,2023-10-08 04:52:59,7,Singapore,47.246.117.69,8.145,6.594,7.009
lazada.sg,2023-10-08 04:52:59,8,Singapore,116.251.74.201,8.108,,
lazada.sg,2023-10-08 04:52:59,8.1,Singapore,116.251.81.221,6.746,6.687,
lazada.com.my,2023-10-08 04:53:36,1,Singapore,192.168.0.1,7.561,4.248,4.058
lazada.com.my,2023-10-08 04:53:36,2,Singapore,49.245.0.1,7.665,5.171,6.075
lazada.com.my,2023-10-08 04:53:36,3,Singapore,202.65.246.6,9.543,6.421,4.963
lazada.com.my,2023-10-08 04:53:36,4,Singapore,202.65.246.5,9.315,6.310,5.943
lazada.com.my,2023-10-08 04:53:36,5,Singapore,202.65.246.37,10.500,7.675,7.412
lazada.com.my,2023-10-08 04:53:36,6,Singapore,202.65.246.134,6.896,,
lazada.com.my,2023-10-08 04:53:36,6.1,Singapore,202.65.246.221,6.344,,
lazada.com.my,2023-10-08 04:53:36,6.2,Singapore,202.65.246.134,5.603,,
lazada.com.my,2023-10-08 04:53:36,7,Singapore,47.246.117.69,7.621,7.148,7.105
lazada.com.my,2023-10-08 04:53:36,8,Singapore,116.251.81.217,5.917,,
lazada.com.my,2023-10-08 04:53:36,8.1,Singapore,116.251.74.201,7.363,,
lazada.com.ph,2023-10-08 04:54:13,1,Singapore,192.168.0.1,3.180,2.643,2.523
lazada.com.ph,2023-10-08 04:54:13,2,Singapore,49.245.0.1,5.240,4.979,4.865
lazada.com.ph,2023-10-08 04:54:13,3,Singapore,202.65.246.6,5.446,6.458,5.135
lazada.com.ph,2023-10-08 04:54:13,4,Singapore,202.65.246.5,5.638,6.105,6.990
lazada.com.ph,2023-10-08 04:54:13,5,Singapore,202.65.246.37,8.106,8.355,5.808
lazada.com.ph,2023-10-08 04:54:13,6,Singapore,202.65.246.221,7.466,,
lazada.com.ph,2023-10-08 04:54:13,6.1,Singapore,202.65.246.134,10.111,,
lazada.com.ph,2023-10-08 04:54:13,6.2,Singapore,202.65.246.221,8.068,,
lazada.com.ph,2023-10-08 04:54:13,7,Singapore,47.246.117.69,7.812,11.818,7.946
lazada.com.ph,2023-10-08 04:54:13,8,Singapore,116.251.74.193,6.955,,
lazada.com.ph,2023-10-08 04:54:13,8.1,Singapore,116.251.81.217,6.269,,
lazada.com.ph,2023-10-08 04:54:13,8.2,Singapore,116.251.81.221,7.036,,
lazada.co.id,2023-10-08 04:55:01,1,Singapore,192.168.0.1,4.042,3.155,2.568
lazada.co.id,2023-10-08 04:55:01,2,Singapore,49.245.0.1,4.866,4.510,5.995
lazada.co.id,2023-10-08 04:55:01,3,Singapore,202.65.246.6,5.650,5.991,5.805
lazada.co.id,2023-10-08 04:55:01,4,Singapore,202.65.246.5,8.091,6.071,5.785
lazada.co.id,2023-10-08 04:55:01,5,Singapore,202.65.246.37,7.109,7.074,6.820
lazada.co.id,2023-10-08 04:55:01,6,Singapore,202.65.246.221,7.041,,
lazada.co.id,2023-10-08 04:55:01,6.1,Singapore,202.65.246.134,9.511,21.830,
lazada.co.id,2023-10-08 04:55:01,7,Singapore,27.111.229.35,12.968,,
lazada.co.id,2023-10-08 04:55:01,9,Singapore,103.211.230.70,196.865,303.761,
lazada.co.id,2023-10-08 04:55:01,9.1,Singapore,103.211.230.66,202.505,,
lazada.com,2023-10-08 04:55:40,1,Singapore,192.168.0.1,3.570,2.938,3.044
lazada.com,2023-10-08 04:55:40,2,Singapore,49.245.0.1,10.227,4.542,
lazada.com,2023-10-08 04:55:40,3,Singapore,202.65.246.6,4.161,4.102,5.983
lazada.com,2023-10-08 04:55:40,4,Singapore,202.65.246.5,4.396,4.972,5.258
lazada.com,2023-10-08 04:55:40,5,Singapore,202.65.246.37,5.170,33.010,5.606
lazada.com,2023-10-08 04:55:40,6,Singapore,202.65.246.221,5.547,5.394,5.321
lazada.com,2023-10-08 04:55:40,7,Singapore,47.246.117.69,11.371,6.306,6.672
lazada.com,2023-10-08 04:55:40,8,Singapore,116.251.81.217,6.400,,
lazada.co.th,2023-10-08 04:56:17,1,Singapore,192.168.0.1,3.807,2.601,3.821
lazada.co.th,2023-10-08 04:56:17,2,Singapore,49.245.0.1,5.758,4.478,3.878
lazada.co.th,2023-10-08 04:56:17,3,Singapore,202.65.246.6,4.995,6.296,5.918
lazada.co.th,2023-10-08 04:56:17,4,Singapore,202.65.246.5,5.810,6.160,6.021
lazada.co.th,2023-10-08 04:56:17,5,Singapore,202.65.246.37,6.058,22.562,30.678
lazada.co.th,2023-10-08 04:56:17,6,Singapore,202.65.246.134,6.626,7.389,
lazada.co.th,2023-10-08 04:56:17,6.1,Singapore,202.65.246.221,6.059,,
lazada.co.th,2023-10-08 04:56:17,7,Singapore,47.246.117.69,6.966,7.428,7.086
lazada.co.th,2023-10-08 04:56:17,8,Singapore,116.251.74.201,7.021,,
lazada.co.th,2023-10-08 04:56:17,8.1,Singapore,116.251.81.221,7.822,,
lazada.co.th,2023-10-08 04:56:17,8.2,Singapore,116.251.81.217,8.677,,
lazada.vn,2023-10-08 04:56:57,1,Singapore,192.168.0.1,4.730,3.564,2.465
lazada.vn,2023-10-08 04:56:57,2,Singapore,49.245.0.1,4.922,4.917,6.093
lazada.vn,2023-10-08 04:56:57,3,Singapore,202.65.246.6,5.060,6.439,12.804
lazada.vn,2023-10-08 04:56:57,4,Singapore,202.65.246.5,8.890,6.182,6.071
lazada.vn,2023-10-08 04:56:57,5,Singapore,202.65.246.37,6.499,7.441,7.811
lazada.vn,2023-10-08 04:56:57,6,Singapore,202.65.246.221,7.006,,
lazada.vn,2023-10-08 04:56:57,6.1,Singapore,202.65.246.134,6.136,6.429,
lazada.vn,2023-10-08 04:56:57,7,Singapore,47.246.117.69,6.930,7.229,6.924
shopee.sg,2023-10-08 04:57:22,1,Singapore,192.168.0.1,4.400,2.743,2.533
shopee.sg,2023-10-08 04:57:22,2,Singapore,49.245.0.1,4.448,6.101,4.453
shopee.sg,2023-10-08 04:57:22,3,Singapore,202.65.246.6,6.132,5.561,5.372
shopee.sg,2023-10-08 04:57:22,4,Singapore,202.65.246.5,4.848,8.508,14.588
shopee.sg,2023-10-08 04:57:22,5,Singapore,202.65.246.37,6.096,7.212,8.123
shopee.sg,2023-10-08 04:57:22,6,Singapore,202.65.246.221,12.763,,
shopee.sg,2023-10-08 04:57:22,6.1,Singapore,202.65.246.134,5.937,6.568,
shopee.sg,2023-10-08 04:57:22,7,Singapore,27.111.229.144,7.008,7.397,6.877
shopee.sg,2023-10-08 04:57:22,8,Singapore,143.92.96.50,7.002,7.061,
shopee.sg,2023-10-08 04:57:22,8.1,Singapore,143.92.96.46,6.822,,
shopee.sg,2023-10-08 04:57:22,9,Singapore,143.92.108.164,15.530,,
shopee.sg,2023-10-08 04:57:22,9.1,Singapore,143.92.108.162,16.744,6.886,
shopee.sg,2023-10-08 04:57:22,10,Singapore,143.92.108.161,7.072,,
shopee.sg,2023-10-08 04:57:22,10.1,Singapore,143.92.108.171,9.195,,
shopee.sg,2023-10-08 04:57:22,10.2,Singapore,143.92.108.161,6.339,,
shopee.sg,2023-10-08 04:57:22,11,Singapore,10.169.240.67,9.822,,
shopee.sg,2023-10-08 04:57:22,11.1,Singapore,10.169.245.69,8.736,,
shopee.sg,2023-10-08 04:57:22,11.2,Singapore,10.169.242.71,8.118,,
shopee.sg,2023-10-08 04:57:22,12,Singapore,10.254.249.49,495.279,,
shopee.sg,2023-10-08 04:57:22,12.1,Singapore,10.254.248.49,8.362,,
shopee.sg,2023-10-08 04:57:22,12.2,Singapore,10.254.251.49,8.903,,
shopee.my,2023-10-08 04:57:50,1,Singapore,192.168.0.1,5.164,2.842,2.779
shopee.my,2023-10-08 04:57:50,2,Singapore,49.245.0.1,5.025,8.192,7.120
shopee.my,2023-10-08 04:57:50,3,Singapore,202.65.246.6,5.349,6.659,6.765
shopee.my,2023-10-08 04:57:50,4,Singapore,202.65.246.5,7.904,7.322,6.634
shopee.my,2023-10-08 04:57:50,5,Singapore,202.65.246.37,6.197,6.596,10.741
shopee.my,2023-10-08 04:57:50,6,Singapore,202.65.246.221,7.202,,
shopee.my,2023-10-08 04:57:50,6.1,Singapore,202.65.246.134,6.816,,
shopee.my,2023-10-08 04:57:50,6.2,Singapore,202.65.246.221,6.360,,
shopee.my,2023-10-08 04:57:50,7,Singapore,27.111.229.145,8.504,7.770,7.486
shopee.my,2023-10-08 04:57:50,8,Singapore,143.92.108.200,11.407,6.731,8.969
shopee.my,2023-10-08 04:57:50,9,Singapore,143.92.108.158,10.435,,
shopee.my,2023-10-08 04:57:50,9.1,Singapore,143.92.108.154,8.620,7.575,
shopee.my,2023-10-08 04:57:50,10,Singapore,143.92.108.153,9.560,,
shopee.my,2023-10-08 04:57:50,10.1,Singapore,143.92.108.155,358.969,,
shopee.my,2023-10-08 04:57:50,10.2,Singapore,143.92.108.153,7.589,,
shopee.my,2023-10-08 04:57:50,11,Singapore,10.100.168.227,9.964,10.559,
shopee.my,2023-10-08 04:57:50,11.1,Singapore,10.100.168.53,8.812,,
shopee.ph,2023-10-08 04:58:14,1,Singapore,192.168.0.1,4.834,2.652,2.825
shopee.ph,2023-10-08 04:58:14,2,Singapore,49.245.0.1,7.919,10.090,9.255
shopee.ph,2023-10-08 04:58:14,3,Singapore,202.65.246.6,6.371,5.377,5.918
shopee.ph,2023-10-08 04:58:14,4,Singapore,202.65.246.5,6.224,6.340,5.511
shopee.ph,2023-10-08 04:58:14,5,Singapore,202.65.246.37,6.977,6.089,6.533
shopee.ph,2023-10-08 04:58:14,6,Singapore,202.65.246.134,7.520,5.514,
shopee.ph,2023-10-08 04:58:14,6.1,Singapore,202.65.246.221,5.924,,
shopee.ph,2023-10-08 04:58:14,7,Singapore,27.111.229.144,7.366,7.202,7.167
shopee.ph,2023-10-08 04:58:14,8,Singapore,143.92.96.50,15.055,9.516,
shopee.ph,2023-10-08 04:58:14,8.1,Singapore,143.92.96.46,5.387,,
shopee.ph,2023-10-08 04:58:14,9,Singapore,143.92.108.190,6.372,,
shopee.ph,2023-10-08 04:58:14,9.1,Singapore,143.92.108.188,11.516,,
shopee.ph,2023-10-08 04:58:14,9.2,Singapore,143.92.108.174,7.826,,
shopee.ph,2023-10-08 04:58:14,10,Singapore,143.92.108.173,7.411,,
shopee.ph,2023-10-08 04:58:14,10.1,Singapore,143.92.108.167,7.430,,
shopee.ph,2023-10-08 04:58:14,10.2,Singapore,143.92.108.173,6.890,,
shopee.ph,2023-10-08 04:58:14,11,Singapore,10.169.241.67,8.863,,
shopee.ph,2023-10-08 04:58:14,11.1,Singapore,10.169.244.69,8.263,,
shopee.ph,2023-10-08 04:58:14,11.2,Singapore,10.169.241.71,8.871,,
shopee.ph,2023-10-08 04:58:14,12,Singapore,10.254.249.53,10.523,,
shopee.ph,2023-10-08 04:58:14,12.1,Singapore,10.254.248.53,6.826,,
shopee.ph,2023-10-08 04:58:14,12.2,Singapore,10.254.251.53,7.924,,
shopee.co.id,2023-10-08 04:58:39,1,Singapore,192.168.0.1,2.938,3.919,2.627
shopee.co.id,2023-10-08 04:58:39,2,Singapore,49.245.0.1,4.598,5.926,4.574
shopee.co.id,2023-10-08 04:58:39,3,Singapore,202.65.246.6,7.043,5.314,4.696
shopee.co.id,2023-10-08 04:58:39,4,Singapore,202.65.246.5,5.908,5.154,5.923
shopee.co.id,2023-10-08 04:58:39,5,Singapore,202.65.246.37,7.081,6.404,5.986
shopee.co.id,2023-10-08 04:58:39,6,Singapore,202.65.246.221,7.858,,
shopee.co.id,2023-10-08 04:58:39,6.1,Singapore,202.65.246.134,6.244,,
shopee.co.id,2023-10-08 04:58:39,6.2,Singapore,202.65.246.221,6.973,,
shopee.co.id,2023-10-08 04:58:39,7,Singapore,27.111.229.144,7.141,6.969,9.192
shopee.co.id,2023-10-08 04:58:39,8,Singapore,143.92.96.50,5.954,5.969,5.707
shopee.co.id,2023-10-08 04:58:39,9,Singapore,143.92.108.186,7.215,,
shopee.co.id,2023-10-08 04:58:39,9.1,Singapore,143.92.108.172,8.620,,
shopee.co.id,2023-10-08 04:58:39,9.2,Singapore,143.92.108.160,7.378,,
shopee.co.id,2023-10-08 04:58:39,10,Singapore,143.92.108.175,7.849,,
shopee.co.id,2023-10-08 04:58:39,10.1,Singapore,143.92.108.165,6.488,,
shopee.co.id,2023-10-08 04:58:39,10.2,Singapore,143.92.108.189,7.343,,
shopee.co.id,2023-10-08 04:58:39,11,Singapore,10.169.240.69,10.264,,
shopee.co.id,2023-10-08 04:58:39,11.1,Singapore,10.169.244.67,9.911,,
shopee.co.id,2023-10-08 04:58:39,11.2,Singapore,10.169.245.65,9.369,,
shopee.co.id,2023-10-08 04:58:39,12,Singapore,10.254.250.41,9.528,,
shopee.co.id,2023-10-08 04:58:39,12.1,Singapore,10.254.251.41,7.543,,
shopee.co.id,2023-10-08 04:58:39,12.2,Singapore,10.254.248.41,13.658,,
shopee.com,2023-10-08 04:59:06,1,Singapore,192.168.0.1,10.245,2.100,2.420
shopee.com,2023-10-08 04:59:06,2,Singapore,49.245.0.1,4.854,4.525,4.450
shopee.com,2023-10-08 04:59:06,3,Singapore,202.65.246.6,5.149,6.302,6.168
shopee.com,2023-10-08 04:59:06,4,Singapore,202.65.246.5,5.927,5.001,7.042
shopee.com,2023-10-08 04:59:06,5,Singapore,202.65.246.37,6.150,7.766,6.256
shopee.com,2023-10-08 04:59:06,6,Singapore,202.65.246.221,6.831,,
shopee.com,2023-10-08 04:59:06,6.1,Singapore,202.65.246.134,8.906,,
shopee.com,2023-10-08 04:59:06,6.2,Singapore,202.65.246.221,7.427,,
shopee.com,2023-10-08 04:59:06,7,Singapore,27.111.229.145,8.119,6.479,6.923
shopee.com,2023-10-08 04:59:06,8,Singapore,143.92.108.196,6.132,6.287,15.969
shopee.com,2023-10-08 04:59:06,9,Singapore,143.92.108.152,6.425,,
shopee.com,2023-10-08 04:59:06,9.1,Singapore,143.92.108.158,6.613,6.501,
shopee.com,2023-10-08 04:59:06,10,Singapore,143.92.108.155,179.293,,
